hash_name	transcription	age	gender	first_language	socioeconomic_bkgd	ethnicity
41a1f1349715f2678be5147fd47ae1a4	hey facebook wait five seconds to take the video	31 - 45	female	English	Medium	White
da5d6039a07af78559d741250ccda139	please search a lost by drake	31 - 45	male	English	Medium	Black or African American
e54f682303c8aa6dbcf040c4e6cc4d92	text grandma what type of sauce do i use for the chicken you told me about	18 - 22	female	Spanish	Low	Hispanic, Latino, or Spanish
ab4b1d44884924c9a8e93e827c7786f7	search for my playlist in spotify	31 - 45	male	English	Low	Black or African American
6a42dd8d0d9fea98a90d29ec921486ba	i would derive a message from clip	31 - 45	male	English	Low	Black or African American
115bde9b1e5d3cc6a8a3c3da219674f1	hey facebook send my picture to my instagram page	31 - 45	male	English	Low	Black or African American
5d4e79a2757d201018821595fe1a9698	hey facebook unmute all my new notification	31 - 45	male	English	Low	Black or African American
93696516282fb7923a7608bb165eeb49	the weather here in florida is awesome	46 - 65	female	English	Low	Hispanic, Latino, or Spanish
f0e02cd368520b3c1fa3fa1137e01978	hey facebook share this photo	18 - 22	male	English	Low	White
124003e3dcbc7986ac3a63f5d7e284f8	save this song	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
275b62e5194b0a0c9f0c177d10aa035c	hey facebook take picture three times	46 - 65	female	English	Medium	White
c25af971311cefe536a8f89fb5904d05	hey facebook delete this photo	23 - 30	female	Cantonese	Low	Asian, South Asian or Asian American
21c6cad82d5f6107b7d95eba9e63a890	hey facebook toggle video call	46 - 65	female	Arabic	Low	White
62ab3fc5bea84c0dff60e7b8e075cf5a	ok put sad face and crying send that send that back as a message	46 - 65	female	English	Medium	White
f3b70f228463aa012b7fafac147f1191	send text message to david i'm in the middle of traffic right now i am running very late	23 - 30	female	English	Medium	Black or African American
31cd013ef184e23f57096125affc1beb	hey facebook please mute all notification sound	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
20da9c6d4a928cb4ee09fdc90c85fc74	hey facebook pause the music	23 - 30	male	English	Affluent	Black or African American
dbbe041434d09aab790c586c67889ba9	hey facebook delay picture ten seconds	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
bf1f79b233250c529c5b999a1d1007c3	hey facebook reply to that message hey facebook reply to jack this is the last time send hey facebook reply to my group we are going to meet at three pm send reply hey facebook reply to sam johnson sam we have three more tvs over here send message reply to facebook no hey facebook reply to proquest i'd like to order three tablets please send message reply to management i'll be there at three o'clock today thank you	46 - 65	female	English	Low	White
b998caf87bb3bcc2217de00371e59d4c	search the fine for everything by john mayer	31 - 45	female	Spanish	Medium	Hispanic, Latino, or Spanish
f38bb72e0eb7f170bc4364e320c2d302	hey facebook call contact danny	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
9aa9dfba3d495d08c70632d6b83af04d	hey facebook ignore the current call on my messenger app	31 - 45	male	English	Medium	Black or African American
291690374b13f360e5f1e60370d10567	open facebook click on settings go to privacy click unavailable	18 - 22	male	English	Medium	Native American, American Indian, or Alaska Native
4bc89a33da3c83da504421548db6d2c3	hey facebook mute my phone for ten minutes	31 - 45	female	English	Low	White
f5a171a3869338c955f12fa131597e3d	hey facebook record a picture please	46 - 65	female	English	Medium	Native American, American Indian, or Alaska Native
1929e368576269f10cc3f3fdece6e271	i don't think i'll be able to make it today	31 - 45	male	English	Low	Black or African American
dbf2c41140596f3b3ce92760c0cddfd8	search the album by the pointer sisters our greatest hits	46 - 65	female	English	Low	White
e23867c43202b70115a0b2bbe3b795ff	hey make me available online	46 - 65	male	English	Medium	White
6c1acd4e2a3d18167472b47c653f5198	text matt hi cutie pie been thinking about you	46 - 65	female	English	Affluent	White
ab570b9a4a0d2a30f44b2bfb075efaf3	hey facebook reject that call	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
b8a757c5e0f0d40e6b6ab878712017b3	shuffle my playlist	31 - 45	male	Indonesian	Low	Asian, South Asian or Asian American
2c00f85b2c753e3d86638b0df808d107	hey facebook call david	46 - 65	female	English	Affluent	Asian, South Asian or Asian American
a8b60ceef17baaa4ed5213e675a95046	hey facebook call daniel on my whatsapp	31 - 45	male	English	Medium	Black or African American
8d6553d2fa9faf3eb9470f9dc4508ce1	hey facebook you can also turn your volume down by connecting from screen mirror or apple connect or airplay and use it to remote to your tv or to whatever you you're connected to to turn the volume down	23 - 30	male	English	Low	Native American, American Indian, or Alaska Native
0c78f2a7f90c1ec883aa5ef5495b59dd	hey facebook share a photo with my close friends on my instagram story hey facebook share a video with my close friends in my instagram story hey facebook in my instagram story share a photo with my close friends hey facebook in my instagram story share a video with my close friends	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
6dc49a41341282a5c5745f12534263e5	hey facebook stop the current track	31 - 45	male	English	Medium	Black or African American
ab23f826b942f86749f0d93e51e3c743	add your photos or videos tap new camera or select videos or photos from the gallery and post it on your facebook stories	31 - 45	male	English	Medium	Black or African American
cffac51a0d636a99554180a44f2b4c73	i know we like to text but sometime i really need you to call me something happened at work today and i think that my life will never be the same and you'll never guess what it is	46 - 65	female	English	Medium	Black or African American
8fd23203339997af1f6b72161a8f00e0	delete this song from my playlist	46 - 65	female	English	Affluent	Asian, South Asian or Asian American
0ca2e45dfd82530b7fdf4ac5743a4b61	hey facebook i don't want to read this thread	23 - 30	female	Mandarin	Affluent	Asian, South Asian or Asian American
e0949d11761c71cc1afeabb7724a472b	i was told that washing your hand regularly can prevent any spread of disease	31 - 45	male	English	Low	Black or African American
fb3d1f217ca400e4b7310e6679abf96f	listen command search for singer beyoncé	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
9e02ff1862938f8c32a8cd2b2f6ce1df	hey facebook do not receive message from larry gaga and john	31 - 45	male	English	Medium	Black or African American
8ca480bfc9b67f730f879941b82452cd	hey facebook answer a current call on my whatsapp	31 - 45	male	English	Medium	Black or African American
555dc0429faf6f1bd56aeafd35062506	hey facebook please what is my phone volume level now	31 - 45	male	English	Medium	Black or African American
78b012974cba837979c6305489833456	hey facebook share last night's pictures to stories	31 - 45	male	English	Low	Black or African American
57e2639f1ee563feabf78cc957d42c16	i really like this restaurant so much because they have everything you needed inside and it's so close to where i live	31 - 45	male	English	Medium	Black or African American
eb1f5b119d0de492fb5c399362a149ed	hey facebook send nancy the picture of a bike from my favourites album	18 - 22	female	English	Low	White
2387640862b809a550af01b3f00fc7c4	hey facebook what's the battery percentage of on my device	18 - 22	male	Arabic	Low	Asian, South Asian or Asian American
befd16de87b8cbf1201f2c285db382dc	hey facebook is my mom online	31 - 45	male	English	Affluent	Native American, American Indian, or Alaska Native
1960ad2e4310b769cff073261f87287a	hey facebook play the last song	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
75575db4b2a92bc968a7968a6e70035b	hey facebook turn up the volume	18 - 22	female	English	Low	Hispanic, Latino, or Spanish
770421fd8a41c24c86f8821ff42c5c52	tune in to z one hundred on iheartradio	18 - 22	male	English	Low	Hispanic, Latino, or Spanish
b5c84c8aad86a6a75233967dbcd477a2	hey facebook please record a video for like twenty minutes right now	31 - 45	male	English	Medium	Black or African American
43ba1708491e8ce8a817154a3c6eb86e	hey facebook allow all calls	31 - 45	female	English	Medium	Asian, South Asian or Asian American
ab47ec1d98380ea97df621a8f501b20f	hey facebook share instagram story latest photo to my close friends	46 - 65	male	English	Affluent	White
389e72339abf14d3b0644c324ac23ab0	text sister let's go to the park in an hour	23 - 30	female	English	Medium	Native American, American Indian, or Alaska Native
7020e05c440cb67057ec4061a2df26b5	hey facebook read my most recent text message	23 - 30	male	Spanish	Low	Hispanic, Latino, or Spanish
6d728eb67c2fce55dfb70e27efe0e14a	please save this song playing	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
362bc2775692ad473060c968994a7e6d	text message to my mom that i'll be there very soon	31 - 45	male	English	Low	Black or African American
4eb7030aab57a32d7977794446f9ecad	hey facebook call my mom in the next few minutes	31 - 45	male	English	Medium	Black or African American
38d8c18a7ee63bced04525c598ed56f4	hey facebook could you text my mom hello how are you today	23 - 30	female	English	Medium	Hispanic, Latino, or Spanish
63fe0fcb89b51f9bb771474588bb2277	hey facebook send message to mom been driving on my way to texas and i keep seeing all these bon jovi signs really makes me think of you	23 - 30	female	English	Affluent	Native American, American Indian, or Alaska Native
6fb5f4738e44354e9f0418bf4f38beda	hey facebook unmute my notifications	18 - 22	male	Hindi	Low	Asian, South Asian or Asian American
f90495cc122c4167185c5a25da99ce00	hey facebook call anthony gibson	23 - 30	female	English	Low	Asian, South Asian or Asian American
74a25d0ed8f5143ee177832206ceb63d	hey facebook call the phone number three one five eight nine two one	31 - 45	male	English	Medium	Black or African American
907752734738194254a13cc1b3411844	my event is about to start i will get back to you after the events thank you	18 - 22	female	English	Low	Black or African American
98709f2999a55ce79e592b9ab40f4f7d	text john and remind him to get the milk	31 - 45	female	English	Medium	White
90a6579c0d76c2792788564247bed6e9	add this to my saturday night playlist	31 - 45	female	Tagalog	Medium	Asian, South Asian or Asian American
995717d4287a49668fab029967105854	the major life changing experience i have went through this year i've learnt a lot about this life and i've learned so much about this life to be patient and have good goals good desires and dreams once you are patient in this life everything is gonna come true for you	31 - 45	male	English	Medium	Black or African American
b10f5cc13d623568d4220e22f371c7a8	find a radio station that plays r and b music	23 - 30	female	Hmong	Low	Asian, South Asian or Asian American
c33d4aa4d9b319ddccd866e9bf4bc260	hey facebook call kelly jones	23 - 30	female	English	Low	Hispanic, Latino, or Spanish
d5ff76356a76eef9a16a860cb7641551	hey facebook increase my alarm forty minutes more	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
f2a30c6fa816f7c8956aa770ef8f14fd	this song is so nice can you like it for me	31 - 45	female	English	Low	Black or African American
0474c40cc2a5bbc68fb177f941475627	hey facebook	31 - 45	female	English	Medium	Native Hawaiian or Other Pacific Islander
6a956efdfefa8576870f7e04df5587be	hey i'm going to be late home you think you could pick up some two percent milk before you get back	23 - 30	male	English	Low	Native Hawaiian or Other Pacific Islander
e0e781d9e28d77a5da33a8ddb29c0a83	text my mom and said how about our plans	31 - 45	male	English	Low	Black or African American
cc57ac7863dfc4226b92281bebd4ed06	ok mom so i am picking you up from grandma's at three	18 - 22	female	English	Low	Black or African American
391b735b2423a300a004a5d07afd4fc9	hey facebook please share my instagram story to close friends	31 - 45	female	Spanish	Low	Hispanic, Latino, or Spanish
42f2b25c74e6d7d60a4b1b07fcdc15c5	hey assistant text kevin sorry i'm unable to drive you to the airport tomorrow because i have to take my kid to the doctor because he is sick	18 - 22	male	English	Low	White
415360324728945059e1a62aa4bdabfb	hey facebook send the most recent video in my gallery to natalie	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
8354473243af023e9b9c8493ae022da5	reply to jeremy will do i'm available at nine thirty	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
d81a2b07b9dc4304ed5d3f813951d238	reply back saying let's go to the park and then we can go from there and see how the kids do is that sound good question mark send	31 - 45	female	English	Medium	Hispanic, Latino, or Spanish
5d02042f3f11e0d5d0913c69cbdac587	play jason derulo on pandora	18 - 22	male	English	Low	White
79613dd3c79c2cdfbea961dbc18f50b3	hey facebook on my mobile device i open the latest version of the google app or find my google search widget i tap the mic icon and say what's this song or rather i click the search a song button then start humming for ten to fifteen seconds which brings out a song	31 - 45	female	English	Low	Black or African American
91764c541a8f8b5b0c1f62148c8e1153	play similar songs to wheels on the bus by cocomelon	31 - 45	female	Cantonese	Medium	Asian, South Asian or Asian American
534715b970a197457d346003de524de7	hey facebook ariel take wide photo in ten seconds	31 - 45	female	English	Low	White
813bde717800336b8043120b164a75a3	hey facebook share this photo	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
2c0fb6fa1b4e529a19158d6a9a721891	search pandora for classic rock	46 - 65	male	English	Medium	White
fa6c76a82b17357b1a3dbf48dc9d5959	hey facebook mute my whatsapp notification	31 - 45	male	English	Low	Black or African American
abdc06441975479047efa74a9a94b4f6	hey facebook what's the current battery life	31 - 45	female	English	Medium	Asian, South Asian or Asian American
d8dcc593db565d01b815d5fca3dcd85b	send text message i can't talk right now my family just showed up and i have to take care of them	31 - 45	male	English	Medium	Native American, American Indian, or Alaska Native
313407491965171c4e08012f866188d6	unlock phone open text message share interesting fact send	18 - 22	female	English	Low	Black or African American
a04a553550f3c79d2e99d446571e374e	hey facebook hang up i'm available	31 - 45	female	Filipino	Medium	Asian, South Asian or Asian American
b2be21562cf0f349bd7318d8601ba018	i'm on my way to pick you up right now but i need directions to your locations because i'm kind of lost here	31 - 45	male	English	Medium	Black or African American
ae74499171b5216ffc550ced0ed6b5e3	hey facebook skip song	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
30a26369d24489149bac2dcafbe87327	hey facebook capture a video in the next five minutes	31 - 45	male	English	Medium	Black or African American
8eb296006dcfe0edf7275cf9829ef38b	family	46 - 65	male	English	Low	Native American, American Indian, or Alaska Native
d3f40a1d64aaabad97f0f109c9afa2c1	hey facebook repeat the last song	31 - 45	male	English	Medium	Black or African American
fe8d8af7bc475eae993241fdb893dc0b	hey facebook start a messenger call with john smith	46 - 65	female	English	Medium	White
553f78c6dcc170fa36caf4211d4008f4	hey facebook delete dinner photos	23 - 30	male	English	Low	Middle Eastern or North African
b17f6d9fb120881377f18b7d2cd1689c	hey facebook video on	18 - 22	male	English	Low	Hispanic, Latino, or Spanish
ca5ff0b41ad8b2a1af1749ced935c713	hey facebook add this video to stories	31 - 45	male	English	Low	Black or African American
f87d23fa795e0cab7481419b7c6856aa	i love that you call me what is your name	46 - 65	female	Spanish	Low	Hispanic, Latino, or Spanish
362178f6bc962b75840c49b24ca2f97c	hi facebook call my brother	31 - 45	male	English	Affluent	Black or African American
95788e53d597ee19f20fa8aa7ec6ab1a	hey facebook remove this video	31 - 45	male	German	Low	Asian, South Asian or Asian American
f4c7edda626718beed32e194f365697b	hey facebook please play the next song	18 - 22	female	English	Low	Black or African American
a27c023cbbfde2ca5caaf2955b962919	hey facebook show that my online status is now available	18 - 22	female	English	Low	Middle Eastern or North African
32ce791dab264444f1c4ed07097cf482	my university graduation was so fun i was so drunk because i danced i ate a lot of food and it was fun and a life memory	31 - 45	male	English	Medium	Black or African American
cd17caa637c7dce5fcc8a1f309cbd368	hey facebook post this picture	18 - 22	female	English	Low	Native American, American Indian, or Alaska Native
55777b99f2645cfa4b3f04bb6b7a9a1e	hey facebook send candice going up emoji	23 - 30	female	English	Medium	Black or African American
50e7190105de11217273c601beaafb6a	text i'm sorry you're not feeling well	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
1545042191929aad7dfbc29d281731dc	hello maria let's take our dogs to the park	46 - 65	female	Spanish	Low	Hispanic, Latino, or Spanish
ecc99506d4f37566c54e276ee3407eb3	hey facebook unmute smartwatch	18 - 22	female	Spanish	Low	Hispanic, Latino, or Spanish
e7a0ef3500f93670c4fb14906bc7ee94	send a message to bobby we're going hunting this weekend send a message to ekolo we have hunting plans for the weekend send a message to cameron hunting this weekend	46 - 65	female	English	Medium	Native Hawaiian or Other Pacific Islander
534e24ae7f6d7ab4bbedefe9a2e6a8e7	hey facebook call dad	23 - 30	female	Cantonese	Low	Asian, South Asian or Asian American
8f18ee4d9f861655791f071d61ea9ff2	send a text to melanie asking how long should the cake be in the oven for	18 - 22	male	English	Low	Hispanic, Latino, or Spanish
4d45967f4e24027da13ea40ecc08b658	send text to my friends and tell them that i fixed the lights all by myself i am awesome	46 - 65	female	Spanish	Affluent	Hispanic, Latino, or Spanish
58c84302a983ba1463343150b30b4e66	hey facebook dial four one zero five five five five five five five	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
9e3ac46c33d4e378110aff17d2e08ffa	what is the name of this song	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
1b05f9c4da5ecb02834c313a1c12dd08	find my liked songs	31 - 45	male	English	Low	Middle Eastern or North African
78dc2a80f2f3b835afa94c7618368556	play my sap boyz music playlist on spotify	23 - 30	male	English	Low	Native Hawaiian or Other Pacific Islander
237a75ac26b0e81cdc1550794fd31a0e	hey facebook can you allow twenty second before taking the photo	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
261fb7c4165fd9336601fae972a8fe61	hey facebook delete the conversation from the group	46 - 65	female	Urdu	Low	Asian, South Asian or Asian American
076f6f84f0f1554bc5f51203879dec36	hey facebook share this video on facebook story	23 - 30	female	Spanish	Medium	Hispanic, Latino, or Spanish
36c28c20ad67429552f4e6601bff3b30	let's meet up to talk about mykonos	31 - 45	female	English	Affluent	Native Hawaiian or Other Pacific Islander
4a806808db884ab6016d5ce0529dfca0	send text to richie hey i'm finally at home	31 - 45	female	Spanish	Medium	Hispanic, Latino, or Spanish
5305adeb769c541ceace2daf72be17d5	what do you do in your spare time	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
85272e348e42e2cbe7f67608daa0dbc1	hey facebook turn volume down a little bit	18 - 22	male	English	Low	White
731e1e925975a3656767c99c6b4e1fdd	text rachel let's meet at the upstairs boardroom	46 - 65	female	English	Medium	White
372e4a6a486e041b5c20763bea71bbea	hey facebook answer the call	31 - 45	male	Indonesian	Low	Asian, South Asian or Asian American
ac47ddc01337e288c397bdcb03aecc8b	hey now i want pandora station	31 - 45	female	Urdu	Low	Asian, South Asian or Asian American
89c9535a23b946be1f68e9272aab5cf6	search for best chinese restaurant near me	46 - 65	male	Urdu	Affluent	Asian, South Asian or Asian American
23443dec5ca24f8e0f0e0cd8bbf2ec38	hey facebook set status to available	46 - 65	male	English	Low	Asian, South Asian or Asian American
468c99cce3579636e2b16eca1b222c98	i just read a book monkeys are super smart they they can do they can do mathematics	46 - 65	female	Mandarin	Low	Asian, South Asian or Asian American
d8b1590ded1e79db673404cf436064c0	hey facebook online status available	46 - 65	female	English	Affluent	Native American, American Indian, or Alaska Native
dadc2e9e34805a1e68ee7d79be331675	hello everybody how was your day today let's start this session about the wellness of our health	31 - 45	female	Urdu	Low	Asian, South Asian or Asian American
daac4eb80eb54a163092fbe373bf27c4	send reply to nancy saying i know it's crazy i heard that she just ran off into the woods and didn't tell anybody where she was going and i guess she was really really drunk so that's pretty embarrassing	23 - 30	female	English	Medium	Native American, American Indian, or Alaska Native
5c12f6f242e95b63964ceb7edc714f94	hey facebook share my selfie in my stories	31 - 45	female	English	Medium	Asian, South Asian or Asian American
eda64e6ef98b0dd68df4eeffbcd82ecd	okay at least i gonna be a little late i'm sorry about that mom	18 - 22	female	English	Low	Black or African American
cd6414f25647048648f2b1a85bad7377	send message to joe send me your location i'm on my way send message	23 - 30	male	English	Low	Black or African American
0a24c5eaa560e0b69805dce62099630a	hey facebook open instagram share this picture with my close friends on instagram story	31 - 45	male	Spanish	Medium	Hispanic, Latino, or Spanish
7f195e283bd54fa9505efaeccb560586	hey facebook what did mike say in the group message	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
6f436111968b1a58cad7943494011739	hey facebook get a message sent by my mom yesterday at exactly two pm	31 - 45	male	English	Medium	Black or African American
347714260d200f83e6ccb15644c38a63	i have to decline i'm sorry i'm not available that time frame i've got um family commitments but go ahead and let me know when the next available opening is and i will get back to you as soon as possible thank you send	46 - 65	female	English	Affluent	Native Hawaiian or Other Pacific Islander
9e4e49b46fcf6674834289cd08c5a1f7	oh my goodness can you just listen for a minute	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
542a541adfe13460de47afddffb16b79	hey facebook stop video	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
863a412f40f2610888db9cdf91fb5d8d	send a message to kems i have more to groceries at the moment	31 - 45	male	English	Low	Black or African American
2ec7d2ea699dec444764b2d36e5e36a9	i hope you guys are ready for the party next weekend	18 - 22	female	English	Low	White
32d7d350a39a96af9a7e0c73a74d8d73	i don't know if you care going to the coffee cannot you get a party next week so before now leave chat	31 - 45	male	English	Medium	Black or African American
380a8c7f29a77d680ef10437fc9ae5ce	don't worry jack you will get it next time	18 - 22	female	English	Low	Black or African American
21afb0dbfc5223da4ad4ed29457c7ae0	hey facebook text husband are we still going at the casino today	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
38e32a5097a45dbbdd4205558728efd8	open up the camera app and take a picture of the sunset	23 - 30	male	English	Low	Asian, South Asian or Asian American
b35512de505ca8be3cdd47f989515382	save this song to my playlist	18 - 22	male	English	Medium	White
e6d965b3546e01913215c50fd2b83cec	hey facebook delete the message from restoring group	18 - 22	female	English	Medium	White
9656edf54ec562eff61224679ed901fc	hey facebook go to the next song	31 - 45	male	English	Medium	Black or African American
97b4237d8458a8a185c5570837e820b9	save this song	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
31f0d282fe6ea8db64a8263e9dd7933b	hey facebook read my incoming text messages from whatsapp	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
66a91088230c5f635ea5d7c5ab66679f	hey facebook next song please	31 - 45	female	English	Medium	Asian, South Asian or Asian American
6cafa059f34ec1099174416d04fb491c	i'm moving out from the office now what about the plan	31 - 45	male	English	Medium	Middle Eastern or North African
91c551afd6b2c753685a7824dd76be32	forage by artist	31 - 45	male	English	Medium	Black or African American
64f285195beb2e1d7f5f56c0a6cc0841	send text message to emmanuel i am now a front-end developer	18 - 22	male	Hindi	Low	Middle Eastern or North African
8023bb53172b25dc82a8eef7befb522c	hey facebook turn off all signals on my phone	31 - 45	female	Russian	Low	White
82b38dc39b7fcd56941cdf96e69f75c3	download this song	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
dee47c2f32e38a5a4c7b45c0b43eb512	something came up i can't go	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
39a28f8b6517e23b56a7932dafce0e46	hey facebook turn up my phone's volume	46 - 65	male	English	Medium	Black or African American
40fd060cc7be1612f06da8732f56e92a	hey facebook push all notifications up thirty percent	23 - 30	male	English	Low	Native Hawaiian or Other Pacific Islander
4c8a76102bbde32869e188c02dcd7bc0	hey hon how you doing today oh can we meet at three o'clock for lunch at the restaurant close to your house see you later bye	23 - 30	female	English	Low	Black or African American
32e2bd26bbd8eed4620dd29970c17ff7	hey i have got like and hour slept of homework and a little bit of reading to do then i will be done	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
7f9cdf9267fbffdc8f4637ee731949d4	share my photo to my close friends on my instagram story	18 - 22	male	Spanish	Low	Hispanic, Latino, or Spanish
74df566ac2570b70a0efe9e48c939685	hey millie i got your voice message um i understand and i've heard you and i will think about what you have said ok take care	31 - 45	female	English	Low	Black or African American
a80896ab5b8e27ed62b565bf39304344	hey facebook put i'm available on my status	31 - 45	male	English	Medium	Black or African American
aed21635bfd81dbae864a12e250915d0	hey facebook skip a message for me	31 - 45	male	English	Medium	Black or African American
b611d79eadd7be84dec366d16d39595d	hey facebook the video must not exceed thirty minutes duration time	31 - 45	male	English	Medium	Black or African American
6ad19b1713a07a6c72db5648dd173b44	message my love to go pick up the groceries because i'm running late ask sarah to do it for me because i'm running late ask mom if she could do it because i'm busy right now ask sister if she could do it because i can't right now	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
522167bab3a952cb97de62f44deefbe7	hey facebook i wanna share the last video with my close friends on my instagram	23 - 30	male	Spanish	Medium	Hispanic, Latino, or Spanish
fe1a860a26caeff1578c9308103e24f9	hey facebook set my facebook status to active	23 - 30	female	English	Affluent	Asian, South Asian or Asian American
347190b41081d13a51ff92ba088e3981	can you send me the location	23 - 30	male	English	Low	Native Hawaiian or Other Pacific Islander
0ddc1d9a75bcf6cfd37a5eecf3c0f216	hey facebook capture picture	31 - 45	female	English	Medium	Native Hawaiian or Other Pacific Islander
9416b428bf8ccd058c6f81bded8fe7b6	hey facebook play previous song	31 - 45	female	Spanish	Low	Hispanic, Latino, or Spanish
ec216faa5e349fb69611441250626755	text  abc saying that i'm picking you up at the front door at two pm to wrap up the conversation	23 - 30	female	Mandarin	Medium	Asian, South Asian or Asian American
d4be51e63b8f06bf670b1e1bd371588a	hey facebook share my newest instagram story with all my close friends	31 - 45	male	English	Low	Middle Eastern or North African
7b920c71c733c55c8292285c35c96a0c	change my status to unavailable	18 - 22	female	English	Low	Black or African American
42470dd477612f50d19784b8f099f08b	hi facebook replay the current track	31 - 45	male	English	Low	Black or African American
b0479a5768467f2d3acd628cec56f920	hey facebook take my picture after five seconds	31 - 45	male	English	Low	Black or African American
ecc8de4f621dfa7716dd703436cd06e9	tell your husband michael is kind of bland how about something like cody or james	46 - 65	female	English	Medium	White
06149bf8e79d828f0979c64058abe592	hey facebook take a picture right now	18 - 22	male	English	Low	White
fe4d324cdfafd802b293997b8593e869	hey facebook i need you to ignore this current call on my messenger app as soon as possible	31 - 45	male	English	Medium	Black or African American
f6d682a738cd03578bab20da8e1031a5	play some music by artist	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
33ab4ec4a49e974b9dc287eb25321322	send a message to my boyfriend saying that i lost my key	23 - 30	female	English	Low	Asian, South Asian or Asian American
ace3cafc9e3e1c4121c1d6fb05c8d5ba	send a message to tina where are you i don't see you anywhere	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
d5134b74f401404291d50f2469906393	hey facebook show me my battery percentage	31 - 45	male	English	Low	White
4f143147cc2b3fb04c12a638cfca8900	hey facebook call nine one one two two two three zero zero zero	23 - 30	male	English	Low	Black or African American
fcb2c170d4e3ae1f4a94b267e2ccf916	hey facebook send audio i just recorded to my father	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
2cbad56b5b9a66b08e5bd43aa83ac2ef	hey facebook share that picture on my instagram	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
98a7717f620f2c9df4ac79c9adda2713	hey facebook turn down the volume at two points	31 - 45	female	Spanish	Low	Hispanic, Latino, or Spanish
cd338664a89cb3d6354d4c9917c1a96c	can you save this song	31 - 45	male	English	Medium	Black or African American
0314f7f68139f50dbb4c401151ffe1b2	hey facebook send a message to one one one two five seven four three two three with a message let's meet for lunch at twelve pm	23 - 30	male	English	Low	Middle Eastern or North African
c4546e87a23ef2be753cf1bf2736c5e0	hey facebook call jack for me please	31 - 45	female	Hindi	Affluent	Asian, South Asian or Asian American
e87d69a3f9cd1aec4653da1a58acb343	hey facebook please take the last audio recordings and send them to the cloud	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
7b8e4255ade01bf1a41cb08c243b7dba	i'm on my way already can we stop this conversation for now	31 - 45	male	English	Low	Black or African American
52a18969e29bba27cbace8926a75761c	hey facebook repeat the last rap song	31 - 45	male	English	Medium	Black or African American
156e04e615d4fb8d869bbd1bf3430997	find the song tomorrow two by cardi b	46 - 65	female	English	Medium	Native American, American Indian, or Alaska Native
c2896aa9b9b435aa997e783e818b4bab	i was chatting with my friend yesterday about a dress he bought for his girlfriend	31 - 45	male	English	Medium	Black or African American
a8ceaff5c12c1f3fcecb67ed93d90d86	what song is playing right now	31 - 45	male	English	Low	Asian, South Asian or Asian American
646d04ae557d452156a1646533224b0d	i've got to go the show is starting	46 - 65	male	English	Medium	White
b97c00c98c6ce7f279e88739cf3e8232	what is the best playlist on iheartradio	18 - 22	male	English	Low	White
1e95734c9e37f4494232130dd61eea89	hey facebook online availability	31 - 45	male	English	Medium	Black or African American
06649dc351fd9cfb364bea81adfb34ff	hey facebook pause music	18 - 22	male	English	Low	White
4866f9f72fffa261a1717a02d7158408	save this song to my list of favorites	46 - 65	female	English	Affluent	White
7e00d5fb3430067a95abcb5014be7199	look for jazz on pandora station	18 - 22	female	Vietnamese	Low	Asian, South Asian or Asian American
6182c9092445ab32e4355597fd2cb422	hey facebook share my call on whatsapp	23 - 30	male	English	Low	Black or African American
c81b999f2d1f1902235e6949019a0af8	play the elton john album of the movie ray leon lion king	46 - 65	female	Spanish	Low	Hispanic, Latino, or Spanish
